date,time,status,icon,rainProb,rainIntensity,temp,windSpeed
2020-03-19,13:00:03,Overcast,cloudy,0,0,9,6.95
2020-03-19,14:00:03,Overcast,cloudy,0,0,9,7.47
2020-03-19,15:00:03,Overcast,cloudy,0,0,8,7.94
2020-03-19,16:00:03,Overcast,cloudy,0,0,8,8.38
2020-03-19,17:00:01,Overcast,cloudy,0,0,8,8.76
2020-03-19,18:00:03,Overcast,cloudy,0.03,0.0002,7,8.82
2020-03-19,19:00:02,Overcast,cloudy,0,0,7,9.51
2020-03-19,20:00:04,Overcast,cloudy,0,0,7,9.14
2020-03-19,21:00:02,Overcast,cloudy,0,0,7,8.84
2020-03-19,22:00:06,Overcast,cloudy,0,0,7,8.74
2020-03-19,23:00:03,Overcast,cloudy,0,0,7,8.71
2020-03-20,00:00:01,Overcast,cloudy,0,0,6,8.83
2020-03-20,01:00:02,Overcast,cloudy,0,0,6,9.05
2020-03-20,02:00:02,Overcast,cloudy,0,0,6,9.37
2020-03-20,03:00:03,Overcast,cloudy,0,0,6,9.62
2020-03-20,04:00:03,Overcast,cloudy,0,0,6,9.57
2020-03-20,05:00:04,Overcast,cloudy,0,0,6,9.46
2020-03-20,06:00:02,Overcast,cloudy,0,0,6,10
2020-03-20,07:00:02,Overcast,cloudy,0,0,6,11.37
2020-03-20,08:00:01,Overcast,cloudy,0,0,7,12.9
2020-03-20,09:00:01,Overcast,cloudy,0.11,0.0002,7,14.1
2020-03-20,10:00:02,Overcast,cloudy,0,0,8,15.39
2020-03-20,11:00:02,Overcast,cloudy,0,0,8,15.7
2020-03-20,12:00:01,Overcast,cloudy,0.05,0.0002,8,16.19
2020-03-20,13:00:02,Overcast,cloudy,0,0,8,16.57
2020-03-20,14:00:03,Overcast,cloudy,0,0,8,16.9
2020-03-20,15:00:03,"Mostly Cloudy",partly-cloudy-day,0,0,8,17.01
2020-03-20,16:00:01,"Mostly Cloudy",partly-cloudy-day,0,0,7,16.96
2020-03-20,17:00:02,"Partly Cloudy",partly-cloudy-day,0,0,7,16.8
2020-03-20,18:00:01,"Partly Cloudy",partly-cloudy-night,0.03,0.0003,6,16.47
2020-03-20,19:00:02,Clear,clear-night,0,0,7,16.45
2020-03-20,20:00:03,Clear,clear-night,0,0,6,15.83
2020-03-20,21:00:03,Clear,clear-night,0.03,0.0002,6,15.65
2020-03-20,22:00:02,Clear,clear-night,0,0,6,16.47
2020-03-20,23:00:02,Clear,clear-night,0,0,5,17.71
2020-03-21,00:00:02,Clear,clear-night,0,0,5,18.53
2020-03-21,01:00:04,Clear,clear-night,0,0,4,18.44
2020-03-21,02:00:01,Clear,clear-night,0,0,4,17.95
2020-03-21,03:00:02,Clear,clear-night,0.01,0.0003,3,17.65
2020-03-21,04:00:02,Clear,clear-night,0.01,0.0004,3,17.64
2020-03-21,05:00:01,Clear,clear-night,0.01,0.0003,2,17.78
2020-03-21,06:00:01,Clear,clear-day,0.01,0.0004,2,17.75
2020-03-21,07:00:03,Clear,clear-day,0.02,0.0003,3,18.42
2020-03-21,08:00:04,Clear,clear-day,0,0,4,19.17
2020-03-21,09:00:03,Clear,clear-day,0,0,5,19.78
2020-03-21,10:00:06,Clear,clear-day,0,0,6,20.02
2020-03-21,11:00:04,Clear,clear-day,0.02,0.0003,7,20.03
2020-03-21,12:00:04,Clear,clear-day,0.02,0.0003,8,19.86
2020-03-21,13:00:02,Clear,clear-day,0,0,8,20.07
2020-03-21,14:00:01,Clear,clear-day,0,0,8,20.37
2020-03-21,15:00:01,Clear,clear-day,0,0,7,20.42
2020-03-21,16:00:04,Clear,clear-day,0,0,7,19.96
2020-03-21,17:00:04,Clear,clear-day,0,0,6,19.32
2020-03-21,18:00:02,Clear,clear-night,0,0,5,19.04
2020-03-21,19:00:04,Clear,clear-night,0,0,5,18.69
2020-03-21,20:00:03,Clear,clear-night,0,0,4,19.05
2020-03-21,21:00:03,Clear,clear-night,0,0,4,19.27
2020-03-21,22:00:03,Clear,clear-night,0,0,3,19.24
2020-03-21,23:00:05,Clear,clear-night,0,0,3,19
2020-03-22,00:00:03,Clear,clear-night,0,0,2,18.42
2020-03-22,01:00:03,Clear,clear-night,0,0,2,17.65
2020-03-22,02:00:02,Clear,clear-night,0,0,1,16.72
2020-03-22,03:00:04,Clear,clear-night,0.01,0.0002,1,16.03
2020-03-22,04:00:02,Clear,clear-night,0.01,0.0002,0,15.63
2020-03-22,05:00:03,Clear,clear-night,0.01,0.0002,0,15.44
2020-03-22,06:00:03,Clear,clear-day,0,0,0,16
2020-03-22,07:00:02,Clear,clear-day,0,0,1,17.04
2020-03-22,08:00:03,Clear,clear-day,0,0,2,18.6
2020-03-22,09:00:01,Clear,clear-day,0,0,3,19.66
2020-03-22,10:00:01,Clear,clear-day,0,0,4,19.7
2020-03-22,11:00:03,Clear,clear-day,0,0,5,19.22
2020-03-22,12:00:01,Clear,clear-day,0.01,0.0003,6,19.05
2020-03-22,13:00:02,Clear,clear-day,0.01,0.0003,7,18.96
2020-03-22,14:00:02,Clear,clear-day,0.01,0.0003,7,18.95
2020-03-22,15:00:05,Clear,clear-day,0.01,0.0003,7,18.79
2020-03-22,16:00:03,Clear,clear-day,0,0,6,18.27
2020-03-22,17:00:02,Clear,clear-day,0,0,5,17.62
2020-03-22,18:00:01,Clear,clear-night,0,0,5,17.2
2020-03-22,19:00:02,Clear,clear-night,0,0,5,17.04
2020-03-22,20:00:03,Clear,clear-night,0,0,4,17.09
2020-03-22,21:00:02,Clear,clear-night,0.01,0.0002,4,17.16
2020-03-22,22:00:03,Clear,clear-night,0,0,3,17.19
2020-03-22,23:00:02,Clear,clear-night,0,0,2,17.25
2020-03-23,00:00:06,Clear,clear-night,0,0,2,17.28
2020-03-23,01:00:02,Clear,clear-night,0,0,1,16.91
2020-03-23,02:00:05,Clear,clear-night,0,0,1,16.48
2020-03-23,03:00:03,Clear,clear-night,0,0,0,16.1
2020-03-23,04:00:01,Clear,clear-night,0,0,0,16.02
2020-03-23,05:00:01,Clear,clear-night,0,0,-1,16.01
2020-03-23,06:00:01,Clear,clear-day,0,0,0,16.23
2020-03-23,07:00:02,Clear,clear-day,0,0,1,16.18
2020-03-23,08:00:01,Clear,clear-day,0,0,2,16.67
2020-03-23,09:00:02,Clear,clear-day,0,0,3,17.03
2020-03-23,10:00:03,Clear,clear-day,0,0,4,17
2020-03-23,11:00:04,Clear,clear-day,0,0,6,16.79
2020-03-23,12:00:04,Clear,clear-day,0,0,7,16.82
2020-03-23,13:00:06,Clear,clear-day,0,0,8,16.59
2020-03-23,14:00:03,Clear,clear-day,0,0,8,16.37
2020-03-23,15:00:02,Clear,clear-day,0,0,8,16.17
2020-03-23,16:00:03,Clear,clear-day,0,0,7,15.99
2020-03-23,17:00:02,Clear,clear-day,0,0,6,15.85
2020-03-23,18:00:01,Clear,clear-night,0,0,5,15.87
2020-03-23,19:00:03,Clear,clear-night,0,0,5,15.83
2020-03-23,20:00:03,Clear,clear-night,0,0,5,16.34
2020-03-23,21:00:01,"Partly Cloudy",partly-cloudy-night,0,0,4,16.7
2020-03-23,22:00:04,"Partly Cloudy",partly-cloudy-night,0,0,4,17.04
2020-03-23,23:00:02,"Partly Cloudy",partly-cloudy-night,0,0,3,17.24
2020-03-24,00:00:01,"Mostly Cloudy",partly-cloudy-night,0,0,3,16.96
2020-03-24,01:00:01,"Partly Cloudy",partly-cloudy-night,0,0,2,15.56
2020-03-24,02:00:03,"Partly Cloudy",partly-cloudy-night,0,0,2,13.6
2020-03-24,03:00:03,Clear,clear-night,0,0,1,12.19
2020-03-24,04:00:02,"Partly Cloudy",partly-cloudy-night,0,0,0,11.85
2020-03-24,05:00:01,"Partly Cloudy",partly-cloudy-night,0,0,0,12.08
2020-03-24,06:00:01,"Mostly Cloudy",partly-cloudy-day,0,0,0,12.63
2020-03-24,07:00:02,"Mostly Cloudy",partly-cloudy-day,0,0,1,13.43
2020-03-24,08:00:02,"Partly Cloudy",partly-cloudy-day,0,0,3,14.22
2020-03-24,09:00:01,"Partly Cloudy",partly-cloudy-day,0,0,5,14.73
2020-03-24,10:00:01,"Partly Cloudy",partly-cloudy-day,0,0,6,14.74
2020-03-24,11:00:01,"Partly Cloudy",partly-cloudy-day,0,0,7,14.53
2020-03-24,12:00:01,"Partly Cloudy",partly-cloudy-day,0,0,9,14.24
2020-03-24,13:00:03,"Partly Cloudy",partly-cloudy-day,0,0,9,14.22
2020-03-24,14:00:02,"Mostly Cloudy",partly-cloudy-day,0,0,10,14.22
2020-03-24,15:00:03,"Mostly Cloudy",partly-cloudy-day,0,0,10,13.96
2020-03-24,16:00:05,"Mostly Cloudy",partly-cloudy-day,0,0,9,13.02
2020-03-24,17:00:05,"Mostly Cloudy",partly-cloudy-day,0,0,7,11.8
2020-03-24,18:00:03,"Partly Cloudy",partly-cloudy-night,0,0,7,11.33
2020-03-24,19:00:04,"Mostly Cloudy",partly-cloudy-night,0,0,6,11.81
2020-03-24,20:00:03,"Mostly Cloudy",partly-cloudy-night,0,0,6,12.86
2020-03-24,21:00:04,Overcast,cloudy,0,0,5,13.47
2020-03-24,22:00:03,Overcast,cloudy,0,0,5,13.88
2020-03-24,23:00:02,"Mostly Cloudy",partly-cloudy-night,0,0,4,14.2
2020-03-25,00:00:03,"Mostly Cloudy",partly-cloudy-night,0,0,4,14.17
2020-03-25,01:00:06,"Partly Cloudy",partly-cloudy-night,0,0,3,13.68
2020-03-25,02:00:02,Clear,clear-night,0,0,2,12.8
2020-03-25,03:00:03,Clear,clear-night,0,0,1,11.95
2020-03-25,04:00:02,Clear,clear-night,0,0,1,11.16
2020-03-25,05:00:04,Clear,clear-night,0,0,0,10.39
2020-03-25,06:00:01,Clear,clear-day,0,0,0,9.65
2020-03-25,07:00:05,Clear,clear-day,0.01,0.0002,1,9.41
2020-03-25,08:00:03,"Partly Cloudy",partly-cloudy-day,0.01,0.0003,3,9.09
2020-03-25,09:00:02,"Partly Cloudy",partly-cloudy-day,0.01,0.0003,5,8.87
2020-03-25,10:00:02,"Partly Cloudy",partly-cloudy-day,0.01,0.0003,6,8.71
2020-03-25,11:00:01,"Partly Cloudy",partly-cloudy-day,0.01,0.0003,8,8.63
2020-03-25,12:00:02,Clear,clear-day,0.01,0.0003,9,9.1
2020-03-25,13:00:03,Clear,clear-day,0.01,0.0003,10,9.66
2020-03-25,14:00:04,Clear,clear-day,0,0,10,10.38
2020-03-25,15:00:02,Clear,clear-day,0,0,10,10.92
2020-03-25,16:00:05,Clear,clear-day,0,0,9,11.03
2020-03-25,17:00:03,"Partly Cloudy",partly-cloudy-day,0,0,8,10.91
2020-03-25,18:00:01,"Partly Cloudy",partly-cloudy-night,0,0,7,10.94
2020-03-25,19:00:03,"Mostly Cloudy",partly-cloudy-night,0,0,7,11.4
2020-03-25,20:00:03,"Mostly Cloudy",partly-cloudy-night,0,0,6,11.63
2020-03-25,21:00:02,Overcast,cloudy,0,0,6,11.85
2020-03-25,22:00:02,Overcast,cloudy,0,0,5,12.07
2020-03-25,23:00:05,Overcast,cloudy,0,0,5,12.28
2020-03-26,00:00:07,Overcast,cloudy,0,0,5,12.11
2020-03-26,01:00:04,Overcast,cloudy,0,0,4,11.47
2020-03-26,02:00:02,Overcast,cloudy,0,0,3,10.57
2020-03-26,03:00:03,Overcast,cloudy,0,0,3,10.03
2020-03-26,04:00:05,Overcast,cloudy,0,0,2,10.15
2020-03-26,05:00:03,Overcast,cloudy,0,0,1,10.64
2020-03-26,06:00:02,"Mostly Cloudy",partly-cloudy-day,0,0,2,11.72
2020-03-26,07:00:01,"Partly Cloudy",partly-cloudy-day,0,0,2,12.6
2020-03-26,08:00:01,Clear,clear-day,0,0,4,13.57
2020-03-26,09:00:01,Clear,clear-day,0,0,5,14.22
2020-03-26,10:00:03,Clear,clear-day,0,0,6,14.39
2020-03-26,11:00:07,Clear,clear-day,0.01,0.0002,7,14.28
2020-03-26,12:00:03,Clear,clear-day,0,0,8,14.33
2020-03-26,13:00:01,Clear,clear-day,0.01,0.0002,9,14.29
2020-03-26,14:00:01,Clear,clear-day,0.01,0.0003,9,14.22
2020-03-26,15:00:01,Clear,clear-day,0.01,0.0003,9,14.06
2020-03-26,16:00:02,Clear,clear-day,0,0,8,13.82
2020-03-26,17:00:01,Clear,clear-day,0,0,7,13.51
2020-03-26,18:00:02,Clear,clear-night,0,0,7,13.33
2020-03-26,19:00:03,Clear,clear-night,0,0,7,12.39
2020-03-26,20:00:02,Clear,clear-night,0,0,6,11.56
2020-03-26,21:00:05,Clear,clear-night,0,0,5,11.06
2020-03-26,22:00:02,Clear,clear-night,0,0,5,11.13
2020-03-26,23:00:02,Clear,clear-night,0.01,0.0002,5,11.49
2020-03-27,00:00:02,Clear,clear-night,0.01,0.0003,4,11.85
2020-03-27,01:00:04,Clear,clear-night,0,0,4,12.22
2020-03-27,02:00:02,Clear,clear-night,0,0,4,12.58
2020-03-27,03:00:03,Clear,clear-night,0,0,4,12.8
2020-03-27,04:00:03,Clear,clear-night,0,0,3,12.65
2020-03-27,05:00:04,Clear,clear-night,0,0,3,12.36
2020-03-27,06:00:03,Clear,clear-day,0,0,3,12.32
2020-03-27,07:00:03,Clear,clear-day,0,0,5,13.87
2020-03-27,08:00:02,Clear,clear-day,0,0,6,14.6
2020-03-27,09:00:03,Clear,clear-day,0,0,7,15.34
2020-03-27,10:00:03,Clear,clear-day,0,0,8,16.08
2020-03-27,11:00:04,Clear,clear-day,0,0,9,16.88
2020-03-27,12:00:04,Clear,clear-day,0,0,10,17.77
2020-03-27,13:00:05,Clear,clear-day,0,0,10,18.74
2020-03-27,14:00:03,Clear,clear-day,0,0,10,19.75
2020-03-27,15:00:03,Clear,clear-day,0,0,9,20.24
2020-03-27,16:00:02,Clear,clear-day,0,0,9,19.82
2020-03-27,17:00:02,Clear,clear-day,0,0,8,18.89
2020-03-27,18:00:02,Clear,clear-night,0,0,8,17.72
2020-03-27,19:00:02,Clear,clear-night,0.01,0.0002,8,17.68
2020-03-27,20:00:02,Clear,clear-night,0.01,0.0002,8,16.91
2020-03-27,21:00:04,Clear,clear-night,0,0,7,16.17
2020-03-27,22:00:03,Clear,clear-night,0,0,7,15.46
2020-03-27,23:00:04,Clear,clear-night,0,0,6,14.79
2020-03-28,00:00:01,Clear,clear-night,0,0,6,14.49
2020-03-28,01:00:03,Clear,clear-night,0,0,6,14.3
2020-03-28,02:00:04,Clear,clear-night,0,0,5,14.26
2020-03-28,03:00:02,Clear,clear-night,0,0,5,14.31
2020-03-28,04:00:04,Clear,clear-night,0,0,5,14.38
2020-03-28,05:00:02,Clear,clear-night,0.01,0.0002,5,14.52
2020-03-28,06:00:01,Clear,clear-day,0.01,0.0003,5,14.87
2020-03-28,07:00:01,Clear,clear-day,0,0,6,15.6
2020-03-28,08:00:02,Clear,clear-day,0,0,7,16.72
2020-03-28,09:00:02,Clear,clear-day,0,0,7,17.66
2020-03-28,10:00:02,Clear,clear-day,0,0,8,18.06
2020-03-28,11:00:02,Clear,clear-day,0,0,9,18.22
2020-03-28,12:00:02,Clear,clear-day,0,0,9,18.87
2020-03-28,13:00:01,Clear,clear-day,0,0,9,20.02
2020-03-28,14:00:03,Clear,clear-day,0,0,8,21.46
2020-03-28,15:00:03,Clear,clear-day,0,0,8,22.62
2020-03-28,16:00:04,Clear,clear-day,0,0,7,23.32
2020-03-28,17:00:03,Clear,clear-day,0.01,0.0004,7,23.79
2020-03-28,18:00:03,Clear,clear-night,0.02,0.0003,7,24.1
2020-03-28,19:00:02,"Partly Cloudy",partly-cloudy-night,0.02,0.0004,7,23.12
2020-03-28,20:00:03,"Partly Cloudy",partly-cloudy-night,0.02,0.0004,6,22.31
2020-03-28,21:00:04,"Partly Cloudy",partly-cloudy-night,0.02,0.0004,6,21.63
2020-03-28,22:00:07,"Partly Cloudy",partly-cloudy-night,0,0,6,21.1
2020-03-28,23:00:03,"Partly Cloudy",partly-cloudy-night,0,0,6,20.82
2020-03-29,00:00:02,"Mostly Cloudy",partly-cloudy-night,0,0,6,21.07
2020-03-29,01:00:02,"Partly Cloudy",partly-cloudy-night,0,0,6,21.81
2020-03-29,02:00:04,Clear,clear-night,0.02,0.0006,5,23.04
2020-03-29,03:00:03,Clear,clear-night,0.03,0.001,5,24.25
2020-03-29,04:00:01,Windy,wind,0.03,0.0007,5,25.34
2020-03-29,05:00:04,Windy,wind,0,0,4,26.42
2020-03-29,06:00:02,"Windy and Partly Cloudy",wind,0,0,4,27.23
2020-03-29,07:00:01,"Windy and Partly Cloudy",wind,0,0,4,28.46
2020-03-29,08:00:03,Windy,wind,0,0,4,30.58
2020-03-29,09:00:02,Windy,wind,0,0,4,31.25
2020-03-29,10:00:02,Windy,wind,0,0,5,30.83
2020-03-29,11:00:03,Windy,wind,0,0,5,29.72
2020-03-29,12:00:03,Windy,wind,0,0,5,28.76
2020-03-29,13:00:03,Windy,wind,0,0,5,27.85
2020-03-29,14:00:03,Windy,wind,0,0,5,26.89
2020-03-29,15:00:03,Windy,wind,0,0,4,25.58
2020-03-29,16:00:04,Clear,clear-day,0,0,4,23.7
2020-03-29,17:00:03,Clear,clear-day,0,0,4,21.47
2020-03-29,18:00:04,Clear,clear-night,0,0,4,19.28
2020-03-29,19:00:03,Clear,clear-night,0,0,4,18.05
2020-03-29,20:00:04,Clear,clear-night,0,0,4,15.89
2020-03-29,21:00:03,Clear,clear-night,0.02,0.0002,3,13.93
2020-03-29,22:00:06,Clear,clear-night,0.02,0.0002,3,12.17
2020-03-29,23:00:04,Clear,clear-night,0.02,0.0003,3,10.63
2020-03-30,00:00:04,Clear,clear-night,0.02,0.0004,3,9.78
2020-03-30,01:00:02,"Partly Cloudy",partly-cloudy-night,0.02,0.0003,2,9
2020-03-30,02:00:01,"Mostly Cloudy",partly-cloudy-night,0.02,0.0002,2,8.59
2020-03-30,03:00:06,Overcast,cloudy,0.02,0.0003,3,8.67
2020-03-30,04:00:03,"Mostly Cloudy",partly-cloudy-night,0.04,0.002,3,9.55
2020-03-30,05:00:05,"Mostly Cloudy",partly-cloudy-night,0.15,0.0075,3,10.92
2020-03-30,06:00:01,"Mostly Cloudy",partly-cloudy-day,0.2,0.0099,3,13.29
2020-03-30,07:00:04,"Mostly Cloudy",partly-cloudy-day,0.21,0.0068,4,14.22
2020-03-30,08:00:02,Overcast,cloudy,0.14,0.0031,5,15.37
2020-03-30,09:00:03,Overcast,cloudy,0.13,0.003,7,16.28
2020-03-30,10:00:02,Overcast,cloudy,0.19,0.0057,7,17.07
2020-03-30,11:00:03,"Possible Drizzle",rain,0.28,0.014,8,17.68
2020-03-30,12:00:04,"Possible Light Rain",rain,0.3,0.021,8,18.23
2020-03-30,13:00:02,Overcast,cloudy,0.22,0.0139,8,17.73
2020-03-30,14:00:03,"Mostly Cloudy",partly-cloudy-day,0.13,0.0051,8,16.8
2020-03-30,15:00:03,"Mostly Cloudy",partly-cloudy-day,0.09,0.0024,7,15.84
2020-03-30,16:00:01,"Mostly Cloudy",partly-cloudy-day,0.06,0.0016,7,14.85
2020-03-30,17:00:03,"Partly Cloudy",partly-cloudy-day,0.04,0.001,7,13.82
2020-03-30,18:00:03,"Partly Cloudy",partly-cloudy-day,0.02,0.0004,6,12.84
2020-03-30,19:00:03,"Partly Cloudy",partly-cloudy-night,0.02,0.0003,6,12.93
2020-03-30,20:00:01,Clear,clear-night,0.02,0.0003,6,13.11
2020-03-30,21:00:02,Clear,clear-night,0.02,0.0004,5,12.09
2020-03-30,22:00:05,Clear,clear-night,0.01,0.0003,4,11.87
2020-03-30,23:00:04,Clear,clear-night,0,0,3,12.22
2020-03-31,00:00:04,Clear,clear-night,0,0,3,11.11
2020-03-31,01:00:01,Clear,clear-night,0,0,2,9.99
2020-03-31,02:00:05,Clear,clear-night,0,0,2,8.64
2020-03-31,03:00:03,Clear,clear-night,0,0,1,7.49
2020-03-31,04:00:01,Clear,clear-night,0,0,1,6.76
2020-03-31,05:00:04,Clear,clear-night,0,0,1,6.28
2020-03-31,06:00:04,Clear,clear-day,0,0,1,5.92
2020-03-31,07:00:02,Clear,clear-day,0,0,2,7.68
2020-03-31,08:00:04,Clear,clear-day,0,0,4,8.2
2020-03-31,09:00:01,Clear,clear-day,0.01,0.0003,5,8.56
2020-03-31,10:00:02,Clear,clear-day,0,0,6,8.47
2020-03-31,11:00:01,Clear,clear-day,0,0,7,8.16
2020-03-31,12:00:02,Clear,clear-day,0,0,7,7.79
2020-03-31,13:00:03,Clear,clear-day,0,0,7,7.89
2020-03-31,14:00:03,Clear,clear-day,0,0,7,8.05
2020-03-31,15:00:02,Clear,clear-day,0,0,6,7.93
2020-03-31,16:00:03,Clear,clear-day,0,0,5,7.23
2020-03-31,17:00:01,Clear,clear-day,0,0,5,6.26
2020-03-31,18:00:02,Clear,clear-day,0,0,4,5.25
2020-03-31,19:00:02,Clear,clear-night,0,0,4,5.22
2020-03-31,20:00:01,Clear,clear-night,0,0,3,5.4
2020-03-31,21:00:03,"Partly Cloudy",partly-cloudy-night,0,0,3,5.79
2020-03-31,22:00:02,"Partly Cloudy",partly-cloudy-night,0,0,2,6.47
2020-03-31,23:00:03,"Partly Cloudy",partly-cloudy-night,0,0,2,7.39
2020-04-01,00:00:01,"Mostly Cloudy",partly-cloudy-night,0,0,2,8.35
2020-04-01,01:00:03,"Mostly Cloudy",partly-cloudy-night,0,0,2,9.08
2020-04-01,02:00:03,"Partly Cloudy",partly-cloudy-night,0,0,2,9.68
2020-04-01,03:00:05,"Partly Cloudy",partly-cloudy-night,0.02,0.0003,2,10.12
2020-04-01,04:00:06,"Partly Cloudy",partly-cloudy-night,0.02,0.0004,2,10.32
2020-04-01,05:00:03,"Mostly Cloudy",partly-cloudy-night,0.04,0.0009,3,10.37
2020-04-01,06:00:02,Overcast,cloudy,0.05,0.0013,3,10.57
2020-04-01,07:00:02,Overcast,cloudy,0.04,0.0006,4,11.4
2020-04-01,08:00:04,Overcast,cloudy,0.03,0.0005,6,12.13
2020-04-01,09:00:03,Overcast,cloudy,0.03,0.0007,7,12.85
2020-04-01,10:00:04,Overcast,cloudy,0.04,0.001,8,13.65
2020-04-01,11:00:02,Overcast,cloudy,0.04,0.0014,8,14.42
2020-04-01,12:00:03,Overcast,cloudy,0.06,0.0018,8,15.23
2020-04-01,13:00:03,"Mostly Cloudy",partly-cloudy-day,0.05,0.0017,8,15.06
2020-04-01,14:00:03,"Mostly Cloudy",partly-cloudy-day,0.04,0.0014,8,14.51
2020-04-01,15:00:02,"Partly Cloudy",partly-cloudy-day,0.04,0.0011,8,13.82
2020-04-01,16:00:02,"Partly Cloudy",partly-cloudy-day,0.03,0.0008,7,13.04
2020-04-01,17:00:04,"Partly Cloudy",partly-cloudy-day,0.02,0.0006,7,12.11
2020-04-01,18:00:03,"Mostly Cloudy",partly-cloudy-day,0.02,0.0004,6,11.15
2020-04-01,19:00:03,"Partly Cloudy",partly-cloudy-night,0.02,0.0003,6,10.66
2020-04-01,20:00:04,"Partly Cloudy",partly-cloudy-night,0.01,0.0002,5,10.51
2020-04-01,21:00:03,Clear,clear-night,0.01,0.0003,5,10.43
2020-04-01,22:00:01,"Partly Cloudy",partly-cloudy-night,0.03,0.0004,4,10.58
2020-04-01,23:00:02,"Partly Cloudy",partly-cloudy-night,0.04,0.0007,4,10.79
2020-04-02,00:00:02,"Mostly Cloudy",partly-cloudy-night,0.04,0.0007,4,11.1
2020-04-02,01:00:02,"Mostly Cloudy",partly-cloudy-night,0.04,0.0006,4,11.02
2020-04-02,02:00:03,"Partly Cloudy",partly-cloudy-night,0.04,0.0004,4,10.88
2020-04-02,03:00:03,"Partly Cloudy",partly-cloudy-night,0.03,0.0003,4,10.97
2020-04-02,04:00:03,"Partly Cloudy",partly-cloudy-night,0,0,3,11.48
2020-04-02,05:00:02,"Partly Cloudy",partly-cloudy-night,0,0,3,12.25
2020-04-02,06:00:02,Clear,clear-day,0,0,3,13.32
2020-04-02,07:00:01,Clear,clear-day,0.02,0.0003,5,14.28
2020-04-02,08:00:03,Clear,clear-day,0.03,0.0003,7,16.14
2020-04-02,09:00:01,Clear,clear-day,0.03,0.0003,9,18.05
2020-04-02,10:00:02,Clear,clear-day,0,0,10,20.06
2020-04-02,11:00:01,Clear,clear-day,0,0,10,22.11
2020-04-02,12:00:03,Clear,clear-day,0,0,10,23.75
2020-04-02,13:00:01,Clear,clear-day,0.02,0.0002,10,24.22
2020-04-02,14:00:02,Clear,clear-day,0.03,0.0004,9,24.04
2020-04-02,15:00:01,"Partly Cloudy",partly-cloudy-day,0.03,0.0004,9,23.77
2020-04-02,16:00:04,"Partly Cloudy",partly-cloudy-day,0.04,0.0005,9,23.77
2020-04-02,17:00:02,"Partly Cloudy",partly-cloudy-day,0.05,0.0009,9,23.74
2020-04-02,18:00:01,"Mostly Cloudy",partly-cloudy-day,0.06,0.0011,9,22
2020-04-02,19:00:03,"Mostly Cloudy",partly-cloudy-night,0.06,0.0012,8,20.71
2020-04-02,20:00:02,Overcast,cloudy,0.06,0.0012,8,18.44
2020-04-02,21:00:03,Overcast,cloudy,0.05,0.0012,7,17.15
2020-04-02,22:00:02,Overcast,cloudy,0.04,0.0009,6,15.4
2020-04-02,23:00:03,Overcast,cloudy,0.03,0.0006,5,15.4
2020-04-03,00:00:03,"Mostly Cloudy",partly-cloudy-night,0.03,0.0002,5,15.05
2020-04-03,01:00:04,"Mostly Cloudy",partly-cloudy-night,0,0,4,15.25
2020-04-03,02:00:03,"Partly Cloudy",partly-cloudy-night,0,0,4,15.57
2020-04-03,03:00:01,Clear,clear-night,0,0,4,15.65
2020-04-03,04:00:02,Clear,clear-night,0,0,4,15.3
2020-04-03,05:00:03,Clear,clear-night,0,0,4,14.73
2020-04-03,06:00:03,Clear,clear-day,0,0,4,14.07
2020-04-03,07:00:03,Clear,clear-day,0,0,5,12.92
2020-04-03,08:00:05,Clear,clear-day,0.02,0.0004,6,13.25
2020-04-03,09:00:03,"Partly Cloudy",partly-cloudy-day,0.02,0.0007,7,13.47
2020-04-03,10:00:02,"Partly Cloudy",partly-cloudy-day,0.02,0.0006,7,13.34
2020-04-03,11:00:07,"Partly Cloudy",partly-cloudy-day,0.03,0.0004,8,13.13
2020-04-03,12:00:03,"Mostly Cloudy",partly-cloudy-day,0.03,0.0005,8,13.17
2020-04-03,13:00:03,"Mostly Cloudy",partly-cloudy-day,0.04,0.0004,8,13.94
2020-04-03,14:00:02,"Mostly Cloudy",partly-cloudy-day,0.03,0.0003,8,14.49
2020-04-03,15:00:03,"Mostly Cloudy",partly-cloudy-day,0.03,0.0003,7,14.64
